"","a_total","b_total","sample_size","posterior"
"109016",49,67,86,0.998
"109017",49,68,86,0.9988
"109018",49,69,86,0.9998
"109019",49,70,86,0.9997
"109020",49,71,86,0.9998
"109021",49,72,86,1
"109022",49,73,86,1
"109023",49,74,86,1
"109024",49,75,86,1
"109025",49,76,86,1
"109026",49,77,86,1
"109027",49,78,86,1
"109028",49,79,86,1
"109029",49,80,86,1
"109030",49,81,86,1
"109031",49,82,86,1
"109032",49,83,86,1
"109033",49,84,86,1
"109034",49,85,86,1
"109035",49,86,86,1
"109036",50,51,86,0.5641
"109037",50,52,86,0.6268
"109038",50,53,86,0.6786
"109039",50,54,86,0.731
"109040",50,55,86,0.7825
"109041",50,56,86,0.8298
"109042",50,57,86,0.8653
"109043",50,58,86,0.8964
"109044",50,59,86,0.9216
"109045",50,60,86,0.9405
"109046",50,61,86,0.9588
"109047",50,62,86,0.9707
"109048",50,63,86,0.9809
"109049",50,64,86,0.9893
"109050",50,65,86,0.9908
"109051",50,66,86,0.9958
"109052",50,67,86,0.9984
"109053",50,68,86,0.9991
"109054",50,69,86,0.9989
"109055",50,70,86,0.9995
"109056",50,71,86,1
"109057",50,72,86,1
"109058",50,73,86,1
"109059",50,74,86,1
"109060",50,75,86,1
"109061",50,76,86,1
"109062",50,77,86,1
"109063",50,78,86,1
"109064",50,79,86,1
"109065",50,80,86,1
"109066",50,81,86,1
"109067",50,82,86,1
"109068",50,83,86,1
"109069",50,84,86,1
"109070",50,85,86,1
"109071",50,86,86,1
"109072",51,52,86,0.5574
"109073",51,53,86,0.6202
"109074",51,54,86,0.6915
"109075",51,55,86,0.7365
"109076",51,56,86,0.7853
"109077",51,57,86,0.83
"109078",51,58,86,0.8649
"109079",51,59,86,0.8974
"109080",51,60,86,0.9196
"109081",51,61,86,0.9437
"109082",51,62,86,0.9623
"109083",51,63,86,0.9724
"109084",51,64,86,0.9815
"109085",51,65,86,0.9871
"109086",51,66,86,0.9934
"109087",51,67,86,0.9959
"109088",51,68,86,0.9978
"109089",51,69,86,0.9984
"109090",51,70,86,0.9986
"109091",51,71,86,1
"109092",51,72,86,0.9997
"109093",51,73,86,1
"109094",51,74,86,1
"109095",51,75,86,1
"109096",51,76,86,1
"109097",51,77,86,1
"109098",51,78,86,1
"109099",51,79,86,1
"109100",51,80,86,1
"109101",51,81,86,1
"109102",51,82,86,1
"109103",51,83,86,1
"109104",51,84,86,1
"109105",51,85,86,1
"109106",51,86,86,1
"109107",52,53,86,0.5549
"109108",52,54,86,0.6174
"109109",52,55,86,0.6808
"109110",52,56,86,0.7381
"109111",52,57,86,0.7815
"109112",52,58,86,0.8278
"109113",52,59,86,0.8646
"109114",52,60,86,0.894
"109115",52,61,86,0.923
"109116",52,62,86,0.943
"109117",52,63,86,0.9625
"109118",52,64,86,0.974
"109119",52,65,86,0.9831
"109120",52,66,86,0.9895
"109121",52,67,86,0.9933
"109122",52,68,86,0.9962
"109123",52,69,86,0.9979
"109124",52,70,86,0.999
"109125",52,71,86,0.9988
"109126",52,72,86,0.9997
"109127",52,73,86,1
"109128",52,74,86,0.9999
"109129",52,75,86,1
"109130",52,76,86,1
"109131",52,77,86,1
"109132",52,78,86,1
"109133",52,79,86,1
"109134",52,80,86,1
"109135",52,81,86,1
"109136",52,82,86,1
"109137",52,83,86,1
"109138",52,84,86,1
"109139",52,85,86,1
"109140",52,86,86,1
"109141",53,54,86,0.5596
"109142",53,55,86,0.6168
"109143",53,56,86,0.6791
"109144",53,57,86,0.7374
"109145",53,58,86,0.7756
"109146",53,59,86,0.8306
"109147",53,60,86,0.8711
"109148",53,61,86,0.9017
"109149",53,62,86,0.9257
"109150",53,63,86,0.9452
"109151",53,64,86,0.9642
"109152",53,65,86,0.9741
"109153",53,66,86,0.9852
"109154",53,67,86,0.988
"109155",53,68,86,0.9947
"109156",53,69,86,0.9965
"109157",53,70,86,0.9981
"109158",53,71,86,0.9989
"109159",53,72,86,0.9992
"109160",53,73,86,0.9998
"109161",53,74,86,0.9997
"109162",53,75,86,1
"109163",53,76,86,1
"109164",53,77,86,1
"109165",53,78,86,1
"109166",53,79,86,1
"109167",53,80,86,1
"109168",53,81,86,1
"109169",53,82,86,1
"109170",53,83,86,1
"109171",53,84,86,1
"109172",53,85,86,1
"109173",53,86,86,1
"109174",54,55,86,0.5576
"109175",54,56,86,0.6216
"109176",54,57,86,0.6809
"109177",54,58,86,0.7372
"109178",54,59,86,0.7856
"109179",54,60,86,0.8325
"109180",54,61,86,0.8746
"109181",54,62,86,0.9048
"109182",54,63,86,0.921
"109183",54,64,86,0.9478
"109184",54,65,86,0.9649
"109185",54,66,86,0.9752
"109186",54,67,86,0.9845
"109187",54,68,86,0.9898
"109188",54,69,86,0.9939
"109189",54,70,86,0.9976
"109190",54,71,86,0.9994
"109191",54,72,86,0.9991
"109192",54,73,86,0.9992
"109193",54,74,86,0.9999
"109194",54,75,86,0.9998
"109195",54,76,86,1
"109196",54,77,86,0.9999
"109197",54,78,86,1
"109198",54,79,86,1
"109199",54,80,86,1
"109200",54,81,86,1
"109201",54,82,86,1
"109202",54,83,86,1
"109203",54,84,86,1
"109204",54,85,86,1
"109205",54,86,86,1
"109206",55,56,86,0.5646
"109207",55,57,86,0.6293
"109208",55,58,86,0.6882
"109209",55,59,86,0.7335
"109210",55,60,86,0.7942
"109211",55,61,86,0.8329
"109212",55,62,86,0.8735
"109213",55,63,86,0.9028
"109214",55,64,86,0.9265
"109215",55,65,86,0.9501
"109216",55,66,86,0.9651
"109217",55,67,86,0.9766
"109218",55,68,86,0.9851
"109219",55,69,86,0.9907
"109220",55,70,86,0.9943
"109221",55,71,86,0.9969
"109222",55,72,86,0.9986
"109223",55,73,86,0.9989
"109224",55,74,86,0.9999
"109225",55,75,86,0.9997
"109226",55,76,86,0.9998
"109227",55,77,86,1
"109228",55,78,86,0.9999
"109229",55,79,86,1
"109230",55,80,86,1
"109231",55,81,86,1
"109232",55,82,86,1
"109233",55,83,86,1
"109234",55,84,86,1
"109235",55,85,86,1
"109236",55,86,86,1
"109237",56,57,86,0.5698
"109238",56,58,86,0.6327
"109239",56,59,86,0.692
"109240",56,60,86,0.7479
"109241",56,61,86,0.7948
"109242",56,62,86,0.8312
"109243",56,63,86,0.8764
"109244",56,64,86,0.9092
"109245",56,65,86,0.9273
"109246",56,66,86,0.9519
"109247",56,67,86,0.9684
"109248",56,68,86,0.9806
"109249",56,69,86,0.9859
"109250",56,70,86,0.9924
"109251",56,71,86,0.9962
"109252",56,72,86,0.9977
"109253",56,73,86,0.9984
"109254",56,74,86,0.999
"109255",56,75,86,0.9999
"109256",56,76,86,1
"109257",56,77,86,0.9999
"109258",56,78,86,1
"109259",56,79,86,1
"109260",56,80,86,1
"109261",56,81,86,1
"109262",56,82,86,1
"109263",56,83,86,1
"109264",56,84,86,1
"109265",56,85,86,1
"109266",56,86,86,1
"109267",57,58,86,0.5631
"109268",57,59,86,0.6327
"109269",57,60,86,0.6885
"109270",57,61,86,0.7383
"109271",57,62,86,0.7904
"109272",57,63,86,0.8364
"109273",57,64,86,0.8721
"109274",57,65,86,0.9119
"109275",57,66,86,0.9367
"109276",57,67,86,0.9554
"109277",57,68,86,0.9696
"109278",57,69,86,0.9776
"109279",57,70,86,0.9884
"109280",57,71,86,0.9931
"109281",57,72,86,0.9956
"109282",57,73,86,0.9978
"109283",57,74,86,0.9995
"109284",57,75,86,0.9997
"109285",57,76,86,0.9997
"109286",57,77,86,1
"109287",57,78,86,1
"109288",57,79,86,1
"109289",57,80,86,1
"109290",57,81,86,1
"109291",57,82,86,1
"109292",57,83,86,1
"109293",57,84,86,1
"109294",57,85,86,1
"109295",57,86,86,1
"109296",58,59,86,0.5673
"109297",58,60,86,0.6276
"109298",58,61,86,0.6866
"109299",58,62,86,0.745
"109300",58,63,86,0.7979
"109301",58,64,86,0.8406
"109302",58,65,86,0.8777
"109303",58,66,86,0.9095
"109304",58,67,86,0.9358
"109305",58,68,86,0.9576
"109306",58,69,86,0.9696
"109307",58,70,86,0.9801
"109308",58,71,86,0.9879
"109309",58,72,86,0.9933
"109310",58,73,86,0.9951
"109311",58,74,86,0.9981
"109312",58,75,86,0.9995
"109313",58,76,86,0.9995
"109314",58,77,86,0.9999
"109315",58,78,86,0.9999
"109316",58,79,86,0.9999
"109317",58,80,86,1
"109318",58,81,86,1
"109319",58,82,86,1
"109320",58,83,86,1
"109321",58,84,86,1
"109322",58,85,86,1
"109323",58,86,86,1
"109324",59,60,86,0.5647
"109325",59,61,86,0.626
"109326",59,62,86,0.6846
"109327",59,63,86,0.7471
"109328",59,64,86,0.7947
"109329",59,65,86,0.8477
"109330",59,66,86,0.8849
"109331",59,67,86,0.9136
"109332",59,68,86,0.9353
"109333",59,69,86,0.9587
"109334",59,70,86,0.971
"109335",59,71,86,0.9836
"109336",59,72,86,0.9908
"109337",59,73,86,0.9938
"109338",59,74,86,0.9971
"109339",59,75,86,0.9979
"109340",59,76,86,0.9991
"109341",59,77,86,0.9997
"109342",59,78,86,0.9997
"109343",59,79,86,0.9999
"109344",59,80,86,1
"109345",59,81,86,1
"109346",59,82,86,1
"109347",59,83,86,1
"109348",59,84,86,1
"109349",59,85,86,1
"109350",59,86,86,1
"109351",60,61,86,0.5599
"109352",60,62,86,0.6255
"109353",60,63,86,0.6941
"109354",60,64,86,0.7489
"109355",60,65,86,0.7973
"109356",60,66,86,0.8463
"109357",60,67,86,0.8868
"109358",60,68,86,0.9132
"109359",60,69,86,0.9412
"109360",60,70,86,0.9632
"109361",60,71,86,0.9752
"109362",60,72,86,0.9861
"109363",60,73,86,0.9908
"109364",60,74,86,0.9946
"109365",60,75,86,0.998
"109366",60,76,86,0.9993
"109367",60,77,86,0.9991
"109368",60,78,86,0.9996
"109369",60,79,86,1
"109370",60,80,86,1
"109371",60,81,86,1
"109372",60,82,86,1
"109373",60,83,86,1
"109374",60,84,86,1
"109375",60,85,86,1
"109376",60,86,86,1
"109377",61,62,86,0.5588
"109378",61,63,86,0.6402
"109379",61,64,86,0.7007
"109380",61,65,86,0.7464
"109381",61,66,86,0.8071
"109382",61,67,86,0.8525
"109383",61,68,86,0.8904
"109384",61,69,86,0.9199
"109385",61,70,86,0.9436
"109386",61,71,86,0.9636
"109387",61,72,86,0.977
"109388",61,73,86,0.9859
"109389",61,74,86,0.9919
"109390",61,75,86,0.9957
"109391",61,76,86,0.9986
"109392",61,77,86,0.9987
"109393",61,78,86,0.9987
"109394",61,79,86,0.9998
"109395",61,80,86,0.9998
"109396",61,81,86,1
"109397",61,82,86,1
"109398",61,83,86,1
"109399",61,84,86,1
"109400",61,85,86,1
"109401",61,86,86,1
"109402",62,63,86,0.5638
"109403",62,64,86,0.6326
"109404",62,65,86,0.6952
"109405",62,66,86,0.7572
"109406",62,67,86,0.813
"109407",62,68,86,0.8524
"109408",62,69,86,0.8968
"109409",62,70,86,0.9206
"109410",62,71,86,0.9503
"109411",62,72,86,0.9671
"109412",62,73,86,0.9786
"109413",62,74,86,0.9857
"109414",62,75,86,0.9935
"109415",62,76,86,0.9961
"109416",62,77,86,0.9979
"109417",62,78,86,0.9993
"109418",62,79,86,0.9996
"109419",62,80,86,1
"109420",62,81,86,1
"109421",62,82,86,1
"109422",62,83,86,1
"109423",62,84,86,1
"109424",62,85,86,1
"109425",62,86,86,1
"109426",63,64,86,0.5772
"109427",63,65,86,0.6285
"109428",63,66,86,0.6953
"109429",63,67,86,0.7595
"109430",63,68,86,0.8109
"109431",63,69,86,0.8608
"109432",63,70,86,0.8965
"109433",63,71,86,0.9241
"109434",63,72,86,0.9512
"109435",63,73,86,0.9692
"109436",63,74,86,0.9796
"109437",63,75,86,0.9894
"109438",63,76,86,0.9939
"109439",63,77,86,0.9972
"109440",63,78,86,0.999
"109441",63,79,86,0.9992
"109442",63,80,86,0.9996
"109443",63,81,86,0.9999
"109444",63,82,86,1
"109445",63,83,86,1
"109446",63,84,86,1
"109447",63,85,86,1
"109448",63,86,86,1
"109449",64,65,86,0.5685
"109450",64,66,86,0.6394
"109451",64,67,86,0.6973
"109452",64,68,86,0.7736
"109453",64,69,86,0.8158
"109454",64,70,86,0.8656
"109455",64,71,86,0.9011
"109456",64,72,86,0.9322
"109457",64,73,86,0.9537
"109458",64,74,86,0.9716
"109459",64,75,86,0.9831
"109460",64,76,86,0.9904
"109461",64,77,86,0.9949
"109462",64,78,86,0.9967
"109463",64,79,86,0.9992
"109464",64,80,86,0.9998
"109465",64,81,86,0.9997
"109466",64,82,86,1
"109467",64,83,86,1
"109468",64,84,86,1
"109469",64,85,86,1
"109470",64,86,86,1
"109471",65,66,86,0.5662
"109472",65,67,86,0.6398
"109473",65,68,86,0.697
"109474",65,69,86,0.7656
"109475",65,70,86,0.8161
"109476",65,71,86,0.8654
"109477",65,72,86,0.906
"109478",65,73,86,0.9349
"109479",65,74,86,0.9611
"109480",65,75,86,0.9752
"109481",65,76,86,0.9852
"109482",65,77,86,0.9928
"109483",65,78,86,0.9949
"109484",65,79,86,0.9984
"109485",65,80,86,0.9996
"109486",65,81,86,0.9995
"109487",65,82,86,1
"109488",65,83,86,1
"109489",65,84,86,1
"109490",65,85,86,0.9999
"109491",65,86,86,1
"109492",66,67,86,0.5644
"109493",66,68,86,0.6402
"109494",66,69,86,0.7086
"109495",66,70,86,0.7649
"109496",66,71,86,0.822
"109497",66,72,86,0.8696
"109498",66,73,86,0.9072
"109499",66,74,86,0.9366
"109500",66,75,86,0.9603
"109501",66,76,86,0.9793
"109502",66,77,86,0.9884
"109503",66,78,86,0.9937
"109504",66,79,86,0.9969
"109505",66,80,86,0.9984
"109506",66,81,86,0.9993
"109507",66,82,86,0.9997
"109508",66,83,86,1
"109509",66,84,86,1
"109510",66,85,86,1
"109511",66,86,86,1
"109512",67,68,86,0.576
"109513",67,69,86,0.6412
"109514",67,70,86,0.7089
"109515",67,71,86,0.7803
"109516",67,72,86,0.829
"109517",67,73,86,0.878
"109518",67,74,86,0.9131
"109519",67,75,86,0.9433
"109520",67,76,86,0.9652
"109521",67,77,86,0.9803
"109522",67,78,86,0.9889
"109523",67,79,86,0.9951
"109524",67,80,86,0.998
"109525",67,81,86,0.9986
"109526",67,82,86,0.9993
"109527",67,83,86,1
"109528",67,84,86,0.9999
"109529",67,85,86,1
"109530",67,86,86,1
"109531",68,69,86,0.5711
"109532",68,70,86,0.6495
"109533",68,71,86,0.7185
"109534",68,72,86,0.7765
"109535",68,73,86,0.8317
"109536",68,74,86,0.8876
"109537",68,75,86,0.916
"109538",68,76,86,0.9462
"109539",68,77,86,0.9687
"109540",68,78,86,0.9815
"109541",68,79,86,0.9906
"109542",68,80,86,0.9965
"109543",68,81,86,0.9983
"109544",68,82,86,0.9997
"109545",68,83,86,0.9999
"109546",68,84,86,1
"109547",68,85,86,1
"109548",68,86,86,1
"109549",69,70,86,0.5704
"109550",69,71,86,0.6485
"109551",69,72,86,0.7231
"109552",69,73,86,0.7857
"109553",69,74,86,0.8468
"109554",69,75,86,0.8895
"109555",69,76,86,0.9233
"109556",69,77,86,0.9511
"109557",69,78,86,0.9727
"109558",69,79,86,0.9862
"109559",69,80,86,0.9933
"109560",69,81,86,0.9963
"109561",69,82,86,0.9992
"109562",69,83,86,0.9995
"109563",69,84,86,1
"109564",69,85,86,1
"109565",69,86,86,1
"109566",70,71,86,0.5835
"109567",70,72,86,0.6543
"109568",70,73,86,0.7193
"109569",70,74,86,0.7968
"109570",70,75,86,0.8531
"109571",70,76,86,0.8999
"109572",70,77,86,0.9342
"109573",70,78,86,0.9582
"109574",70,79,86,0.977
"109575",70,80,86,0.9871
"109576",70,81,86,0.994
"109577",70,82,86,0.998
"109578",70,83,86,0.9991
"109579",70,84,86,0.9997
"109580",70,85,86,0.9999
"109581",70,86,86,1
"109582",71,72,86,0.584
"109583",71,73,86,0.6579
"109584",71,74,86,0.7366
"109585",71,75,86,0.801
"109586",71,76,86,0.8539
"109587",71,77,86,0.9034
"109588",71,78,86,0.9398
"109589",71,79,86,0.9662
"109590",71,80,86,0.9796
"109591",71,81,86,0.9916
"109592",71,82,86,0.9955
"109593",71,83,86,0.9982
"109594",71,84,86,0.9997
"109595",71,85,86,1
"109596",71,86,86,1
"109597",72,73,86,0.576
"109598",72,74,86,0.6615
"109599",72,75,86,0.7399
"109600",72,76,86,0.8032
"109601",72,77,86,0.8581
"109602",72,78,86,0.911
"109603",72,79,86,0.9446
"109604",72,80,86,0.971
"109605",72,81,86,0.9846
"109606",72,82,86,0.9932
"109607",72,83,86,0.9977
"109608",72,84,86,0.9997
"109609",72,85,86,0.9997
"109610",72,86,86,1
"109611",73,74,86,0.5797
"109612",73,75,86,0.6704
"109613",73,76,86,0.742
"109614",73,77,86,0.82
"109615",73,78,86,0.8733
"109616",73,79,86,0.9179
"109617",73,80,86,0.9558
"109618",73,81,86,0.9742
"109619",73,82,86,0.9885
"109620",73,83,86,0.9958
"109621",73,84,86,0.9984
"109622",73,85,86,0.9995
"109623",73,86,86,1
"109624",74,75,86,0.592
"109625",74,76,86,0.6706
"109626",74,77,86,0.7592
"109627",74,78,86,0.8197
"109628",74,79,86,0.8806
"109629",74,80,86,0.9345
"109630",74,81,86,0.9596
"109631",74,82,86,0.9797
"109632",74,83,86,0.9928
"109633",74,84,86,0.9973
"109634",74,85,86,0.9994
"109635",74,86,86,1
"109636",75,76,86,0.593
"109637",75,77,86,0.6837
"109638",75,78,86,0.7645
"109639",75,79,86,0.8344
"109640",75,80,86,0.8953
"109641",75,81,86,0.9431
"109642",75,82,86,0.9655
"109643",75,83,86,0.9864
"109644",75,84,86,0.9936
"109645",75,85,86,0.999
"109646",75,86,86,0.9999
"109647",76,77,86,0.584
"109648",76,78,86,0.6883
"109649",76,79,86,0.7665
"109650",76,80,86,0.8465
"109651",76,81,86,0.9061
"109652",76,82,86,0.9472
"109653",76,83,86,0.9745
"109654",76,84,86,0.9916
"109655",76,85,86,0.9972
"109656",76,86,86,0.9995
"109657",77,78,86,0.5921
"109658",77,79,86,0.6934
"109659",77,80,86,0.7824
"109660",77,81,86,0.8543
"109661",77,82,86,0.9233
"109662",77,83,86,0.9599
"109663",77,84,86,0.9863
"109664",77,85,86,0.9959
"109665",77,86,86,0.9989
"109666",78,79,86,0.605
"109667",78,80,86,0.7053
"109668",78,81,86,0.7964
"109669",78,82,86,0.8729
"109670",78,83,86,0.9336
"109671",78,84,86,0.9699
"109672",78,85,86,0.9893
"109673",78,86,86,0.9986
"109674",79,80,86,0.6073
"109675",79,81,86,0.7155
"109676",79,82,86,0.8142
"109677",79,83,86,0.8927
"109678",79,84,86,0.9477
"109679",79,85,86,0.9826
"109680",79,86,86,0.9977
"109681",80,81,86,0.6171
"109682",80,82,86,0.7309
"109683",80,83,86,0.8274
"109684",80,84,86,0.9129
"109685",80,85,86,0.9649
"109686",80,86,86,0.9933
"109687",81,82,86,0.6276
"109688",81,83,86,0.7479
"109689",81,84,86,0.8653
"109690",81,85,86,0.9469
"109691",81,86,86,0.9863
"109692",82,83,86,0.6374
"109693",82,84,86,0.7773
"109694",82,85,86,0.8914
"109695",82,86,86,0.9726
"109696",83,84,86,0.6588
"109697",83,85,86,0.8187
"109698",83,86,86,0.9407
"109699",84,85,86,0.6855
"109700",84,86,86,0.8792
"109701",85,86,86,0.7495
"109702",0,1,87,0.7515
"109703",0,2,87,0.8747
"109704",0,3,87,0.9407
"109705",0,4,87,0.9705
"109706",0,5,87,0.9866
"109707",0,6,87,0.9933
"109708",0,7,87,0.9961
"109709",0,8,87,0.9987
"109710",0,9,87,0.9995
"109711",0,10,87,0.9997
"109712",0,11,87,1
"109713",0,12,87,1
"109714",0,13,87,1
"109715",0,14,87,1
"109716",0,15,87,0.9999
"109717",0,16,87,1
"109718",0,17,87,1
"109719",0,18,87,1
"109720",0,19,87,1
"109721",0,20,87,1
"109722",0,21,87,1
"109723",0,22,87,1
"109724",0,23,87,1
"109725",0,24,87,1
"109726",0,25,87,1
"109727",0,26,87,1
"109728",0,27,87,1
"109729",0,28,87,1
"109730",0,29,87,1
"109731",0,30,87,1
"109732",0,31,87,1
"109733",0,32,87,1
"109734",0,33,87,1
"109735",0,34,87,1
"109736",0,35,87,1
"109737",0,36,87,1
"109738",0,37,87,1
"109739",0,38,87,1
"109740",0,39,87,1
"109741",0,40,87,1
"109742",0,41,87,1
"109743",0,42,87,1
"109744",0,43,87,1
"109745",0,44,87,1
"109746",0,45,87,1
"109747",0,46,87,1
"109748",0,47,87,1
"109749",0,48,87,1
"109750",0,49,87,1
"109751",0,50,87,1
"109752",0,51,87,1
"109753",0,52,87,1
"109754",0,53,87,1
"109755",0,54,87,1
"109756",0,55,87,1
"109757",0,56,87,1
"109758",0,57,87,1
"109759",0,58,87,1
"109760",0,59,87,1
"109761",0,60,87,1
"109762",0,61,87,1
"109763",0,62,87,1
"109764",0,63,87,1
"109765",0,64,87,1
"109766",0,65,87,1
"109767",0,66,87,1
"109768",0,67,87,1
"109769",0,68,87,1
"109770",0,69,87,1
"109771",0,70,87,1
"109772",0,71,87,1
"109773",0,72,87,1
"109774",0,73,87,1
"109775",0,74,87,1
"109776",0,75,87,1
"109777",0,76,87,1
"109778",0,77,87,1
"109779",0,78,87,1
"109780",0,79,87,1
"109781",0,80,87,1
"109782",0,81,87,1
"109783",0,82,87,1
"109784",0,83,87,1
"109785",0,84,87,1
"109786",0,85,87,1
"109787",0,86,87,1
"109788",0,87,87,1
"109789",1,2,87,0.6943
"109790",1,3,87,0.8099
"109791",1,4,87,0.8949
"109792",1,5,87,0.9421
"109793",1,6,87,0.9667
"109794",1,7,87,0.9822
"109795",1,8,87,0.9913
"109796",1,9,87,0.9969
"109797",1,10,87,0.9975
"109798",1,11,87,0.998
"109799",1,12,87,0.9997
"109800",1,13,87,0.9995
"109801",1,14,87,0.9999
"109802",1,15,87,0.9999
"109803",1,16,87,0.9999
"109804",1,17,87,1
"109805",1,18,87,1
"109806",1,19,87,0.9999
"109807",1,20,87,1
"109808",1,21,87,1
"109809",1,22,87,1
"109810",1,23,87,1
"109811",1,24,87,1
"109812",1,25,87,1
"109813",1,26,87,1
"109814",1,27,87,1
"109815",1,28,87,1
"109816",1,29,87,1
"109817",1,30,87,1
"109818",1,31,87,1
"109819",1,32,87,1
"109820",1,33,87,1
"109821",1,34,87,1
"109822",1,35,87,1
"109823",1,36,87,1
"109824",1,37,87,1
"109825",1,38,87,1
"109826",1,39,87,1
"109827",1,40,87,1
"109828",1,41,87,1
"109829",1,42,87,1
"109830",1,43,87,1
"109831",1,44,87,1
"109832",1,45,87,1
"109833",1,46,87,1
"109834",1,47,87,1
"109835",1,48,87,1
"109836",1,49,87,1
"109837",1,50,87,1
"109838",1,51,87,1
"109839",1,52,87,1
"109840",1,53,87,1
"109841",1,54,87,1
"109842",1,55,87,1
"109843",1,56,87,1
"109844",1,57,87,1
"109845",1,58,87,1
"109846",1,59,87,1
"109847",1,60,87,1
"109848",1,61,87,1
"109849",1,62,87,1
"109850",1,63,87,1
"109851",1,64,87,1
"109852",1,65,87,1
"109853",1,66,87,1
"109854",1,67,87,1
"109855",1,68,87,1
"109856",1,69,87,1
"109857",1,70,87,1
"109858",1,71,87,1
"109859",1,72,87,1
"109860",1,73,87,1
"109861",1,74,87,1
"109862",1,75,87,1
"109863",1,76,87,1
"109864",1,77,87,1
"109865",1,78,87,1
"109866",1,79,87,1
"109867",1,80,87,1
"109868",1,81,87,1
"109869",1,82,87,1
"109870",1,83,87,1
"109871",1,84,87,1
"109872",1,85,87,1
"109873",1,86,87,1
"109874",1,87,87,1
"109875",2,3,87,0.6559
"109876",2,4,87,0.7846
"109877",2,5,87,0.8622
"109878",2,6,87,0.9134
"109879",2,7,87,0.9535
"109880",2,8,87,0.9749
"109881",2,9,87,0.9841
"109882",2,10,87,0.9923
"109883",2,11,87,0.9949
"109884",2,12,87,0.9966
"109885",2,13,87,0.9985
"109886",2,14,87,0.9989
"109887",2,15,87,0.9998
"109888",2,16,87,0.9998
"109889",2,17,87,1
"109890",2,18,87,1
"109891",2,19,87,1
"109892",2,20,87,1
"109893",2,21,87,1
"109894",2,22,87,1
"109895",2,23,87,1
"109896",2,24,87,1
"109897",2,25,87,1
"109898",2,26,87,1
"109899",2,27,87,1
"109900",2,28,87,1
"109901",2,29,87,1
"109902",2,30,87,1
"109903",2,31,87,1
"109904",2,32,87,1
"109905",2,33,87,1
"109906",2,34,87,1
"109907",2,35,87,1
"109908",2,36,87,1
"109909",2,37,87,1
"109910",2,38,87,1
"109911",2,39,87,1
"109912",2,40,87,1
"109913",2,41,87,1
"109914",2,42,87,1
"109915",2,43,87,1
"109916",2,44,87,1
"109917",2,45,87,1
"109918",2,46,87,1
"109919",2,47,87,1
"109920",2,48,87,1
"109921",2,49,87,1
"109922",2,50,87,1
"109923",2,51,87,1
"109924",2,52,87,1
"109925",2,53,87,1
"109926",2,54,87,1
"109927",2,55,87,1
"109928",2,56,87,1
"109929",2,57,87,1
"109930",2,58,87,1
"109931",2,59,87,1
"109932",2,60,87,1
"109933",2,61,87,1
"109934",2,62,87,1
"109935",2,63,87,1
"109936",2,64,87,1
"109937",2,65,87,1
"109938",2,66,87,1
"109939",2,67,87,1
"109940",2,68,87,1
"109941",2,69,87,1
"109942",2,70,87,1
"109943",2,71,87,1
"109944",2,72,87,1
"109945",2,73,87,1
"109946",2,74,87,1
"109947",2,75,87,1
"109948",2,76,87,1
"109949",2,77,87,1
"109950",2,78,87,1
"109951",2,79,87,1
"109952",2,80,87,1
"109953",2,81,87,1
"109954",2,82,87,1
"109955",2,83,87,1
"109956",2,84,87,1
"109957",2,85,87,1
"109958",2,86,87,1
"109959",2,87,87,1
"109960",3,4,87,0.6469
"109961",3,5,87,0.7501
"109962",3,6,87,0.8348
"109963",3,7,87,0.892
"109964",3,8,87,0.9327
"109965",3,9,87,0.9631
"109966",3,10,87,0.9739
"109967",3,11,87,0.9832
"109968",3,12,87,0.9918
"109969",3,13,87,0.9966
"109970",3,14,87,0.9981
"109971",3,15,87,0.9983
"109972",3,16,87,0.9997
"109973",3,17,87,0.9994
"109974",3,18,87,0.9998
"109975",3,19,87,0.9999
"109976",3,20,87,1
"109977",3,21,87,0.9998
"109978",3,22,87,1
"109979",3,23,87,1
"109980",3,24,87,1
"109981",3,25,87,1
"109982",3,26,87,1
"109983",3,27,87,1
"109984",3,28,87,1
"109985",3,29,87,1
"109986",3,30,87,1
"109987",3,31,87,1
"109988",3,32,87,1
"109989",3,33,87,1
"109990",3,34,87,1
"109991",3,35,87,1
"109992",3,36,87,1
"109993",3,37,87,1
"109994",3,38,87,1
"109995",3,39,87,1
"109996",3,40,87,1
"109997",3,41,87,1
"109998",3,42,87,1
"109999",3,43,87,1
"110000",3,44,87,1
"110001",3,45,87,1
"110002",3,46,87,1
"110003",3,47,87,1
"110004",3,48,87,1
"110005",3,49,87,1
"110006",3,50,87,1
"110007",3,51,87,1
"110008",3,52,87,1
"110009",3,53,87,1
"110010",3,54,87,1
"110011",3,55,87,1
"110012",3,56,87,1
"110013",3,57,87,1
"110014",3,58,87,1
"110015",3,59,87,1
"110016",3,60,87,1
"110017",3,61,87,1
"110018",3,62,87,1
"110019",3,63,87,1
"110020",3,64,87,1
"110021",3,65,87,1
"110022",3,66,87,1
"110023",3,67,87,1
"110024",3,68,87,1
"110025",3,69,87,1
"110026",3,70,87,1
"110027",3,71,87,1
"110028",3,72,87,1
"110029",3,73,87,1
"110030",3,74,87,1
"110031",3,75,87,1
"110032",3,76,87,1
"110033",3,77,87,1
"110034",3,78,87,1
"110035",3,79,87,1
"110036",3,80,87,1
"110037",3,81,87,1
"110038",3,82,87,1
"110039",3,83,87,1
"110040",3,84,87,1
"110041",3,85,87,1
"110042",3,86,87,1
