"","a_total","b_total","sample_size","posterior"
"169787",39,52,100,0.9678
"169788",39,53,100,0.9775
"169789",39,54,100,0.9835
"169790",39,55,100,0.989
"169791",39,56,100,0.9913
"169792",39,57,100,0.9943
"169793",39,58,100,0.9955
"169794",39,59,100,0.9977
"169795",39,60,100,0.9985
"169796",39,61,100,0.9995
"169797",39,62,100,0.9995
"169798",39,63,100,0.9996
"169799",39,64,100,0.9999
"169800",39,65,100,0.9999
"169801",39,66,100,1
"169802",39,67,100,1
"169803",39,68,100,1
"169804",39,69,100,1
"169805",39,70,100,1
"169806",39,71,100,1
"169807",39,72,100,1
"169808",39,73,100,1
"169809",39,74,100,1
"169810",39,75,100,1
"169811",39,76,100,1
"169812",39,77,100,1
"169813",39,78,100,1
"169814",39,79,100,1
"169815",39,80,100,1
"169816",39,81,100,1
"169817",39,82,100,1
"169818",39,83,100,1
"169819",39,84,100,1
"169820",39,85,100,1
"169821",39,86,100,1
"169822",39,87,100,1
"169823",39,88,100,1
"169824",39,89,100,1
"169825",39,90,100,1
"169826",39,91,100,1
"169827",39,92,100,1
"169828",39,93,100,1
"169829",39,94,100,1
"169830",39,95,100,1
"169831",39,96,100,1
"169832",39,97,100,1
"169833",39,98,100,1
"169834",39,99,100,1
"169835",39,100,100,1
"169836",40,41,100,0.5472
"169837",40,42,100,0.6193
"169838",40,43,100,0.6678
"169839",40,44,100,0.7114
"169840",40,45,100,0.7665
"169841",40,46,100,0.7989
"169842",40,47,100,0.8381
"169843",40,48,100,0.8687
"169844",40,49,100,0.9081
"169845",40,50,100,0.9188
"169846",40,51,100,0.9395
"169847",40,52,100,0.9567
"169848",40,53,100,0.9683
"169849",40,54,100,0.9735
"169850",40,55,100,0.981
"169851",40,56,100,0.9898
"169852",40,57,100,0.9917
"169853",40,58,100,0.9948
"169854",40,59,100,0.9962
"169855",40,60,100,0.9973
"169856",40,61,100,0.9986
"169857",40,62,100,0.9992
"169858",40,63,100,0.9996
"169859",40,64,100,1
"169860",40,65,100,0.9999
"169861",40,66,100,0.9999
"169862",40,67,100,0.9999
"169863",40,68,100,1
"169864",40,69,100,1
"169865",40,70,100,1
"169866",40,71,100,1
"169867",40,72,100,1
"169868",40,73,100,1
"169869",40,74,100,1
"169870",40,75,100,1
"169871",40,76,100,1
"169872",40,77,100,1
"169873",40,78,100,1
"169874",40,79,100,1
"169875",40,80,100,1
"169876",40,81,100,1
"169877",40,82,100,1
"169878",40,83,100,1
"169879",40,84,100,1
"169880",40,85,100,1
"169881",40,86,100,1
"169882",40,87,100,1
"169883",40,88,100,1
"169884",40,89,100,1
"169885",40,90,100,1
"169886",40,91,100,1
"169887",40,92,100,1
"169888",40,93,100,1
"169889",40,94,100,1
"169890",40,95,100,1
"169891",40,96,100,1
"169892",40,97,100,1
"169893",40,98,100,1
"169894",40,99,100,1
"169895",40,100,100,1
"169896",41,42,100,0.5613
"169897",41,43,100,0.6142
"169898",41,44,100,0.6709
"169899",41,45,100,0.7145
"169900",41,46,100,0.7646
"169901",41,47,100,0.7973
"169902",41,48,100,0.8339
"169903",41,49,100,0.8702
"169904",41,50,100,0.8978
"169905",41,51,100,0.9221
"169906",41,52,100,0.9429
"169907",41,53,100,0.9542
"169908",41,54,100,0.9686
"169909",41,55,100,0.9728
"169910",41,56,100,0.984
"169911",41,57,100,0.9899
"169912",41,58,100,0.9915
"169913",41,59,100,0.9949
"169914",41,60,100,0.9963
"169915",41,61,100,0.9985
"169916",41,62,100,0.9982
"169917",41,63,100,0.9992
"169918",41,64,100,0.9994
"169919",41,65,100,0.9993
"169920",41,66,100,0.9998
"169921",41,67,100,0.9999
"169922",41,68,100,0.9998
"169923",41,69,100,1
"169924",41,70,100,0.9999
"169925",41,71,100,0.9999
"169926",41,72,100,1
"169927",41,73,100,1
"169928",41,74,100,1
"169929",41,75,100,1
"169930",41,76,100,1
"169931",41,77,100,1
"169932",41,78,100,1
"169933",41,79,100,1
"169934",41,80,100,1
"169935",41,81,100,1
"169936",41,82,100,1
"169937",41,83,100,1
"169938",41,84,100,1
"169939",41,85,100,1
"169940",41,86,100,1
"169941",41,87,100,1
"169942",41,88,100,1
"169943",41,89,100,1
"169944",41,90,100,1
"169945",41,91,100,1
"169946",41,92,100,1
"169947",41,93,100,1
"169948",41,94,100,1
"169949",41,95,100,1
"169950",41,96,100,1
"169951",41,97,100,1
"169952",41,98,100,1
"169953",41,99,100,1
"169954",41,100,100,1
"169955",42,43,100,0.5648
"169956",42,44,100,0.6119
"169957",42,45,100,0.667
"169958",42,46,100,0.7196
"169959",42,47,100,0.7678
"169960",42,48,100,0.8073
"169961",42,49,100,0.8347
"169962",42,50,100,0.8758
"169963",42,51,100,0.8936
"169964",42,52,100,0.9179
"169965",42,53,100,0.9408
"169966",42,54,100,0.9536
"169967",42,55,100,0.9672
"169968",42,56,100,0.9777
"169969",42,57,100,0.9796
"169970",42,58,100,0.9884
"169971",42,59,100,0.991
"169972",42,60,100,0.995
"169973",42,61,100,0.9963
"169974",42,62,100,0.9971
"169975",42,63,100,0.9988
"169976",42,64,100,0.9989
"169977",42,65,100,0.9996
"169978",42,66,100,0.9996
"169979",42,67,100,1
"169980",42,68,100,0.9999
"169981",42,69,100,1
"169982",42,70,100,1
"169983",42,71,100,0.9999
"169984",42,72,100,1
"169985",42,73,100,1
"169986",42,74,100,1
"169987",42,75,100,1
"169988",42,76,100,1
"169989",42,77,100,1
"169990",42,78,100,1
"169991",42,79,100,1
"169992",42,80,100,1
"169993",42,81,100,1
"169994",42,82,100,1
"169995",42,83,100,1
"169996",42,84,100,1
"169997",42,85,100,1
"169998",42,86,100,1
"169999",42,87,100,1
"170000",42,88,100,1
"170001",42,89,100,1
"170002",42,90,100,1
"170003",42,91,100,1
"170004",42,92,100,1
"170005",42,93,100,1
"170006",42,94,100,1
"170007",42,95,100,1
"170008",42,96,100,1
"170009",42,97,100,1
"170010",42,98,100,1
"170011",42,99,100,1
"170012",42,100,100,1
"170013",43,44,100,0.5498
"170014",43,45,100,0.6101
"170015",43,46,100,0.6648
"170016",43,47,100,0.7089
"170017",43,48,100,0.7567
"170018",43,49,100,0.7971
"170019",43,50,100,0.8366
"170020",43,51,100,0.8729
"170021",43,52,100,0.8959
"170022",43,53,100,0.9204
"170023",43,54,100,0.9422
"170024",43,55,100,0.9529
"170025",43,56,100,0.9654
"170026",43,57,100,0.9749
"170027",43,58,100,0.9818
"170028",43,59,100,0.9881
"170029",43,60,100,0.9915
"170030",43,61,100,0.9947
"170031",43,62,100,0.9972
"170032",43,63,100,0.9981
"170033",43,64,100,0.9983
"170034",43,65,100,0.9995
"170035",43,66,100,0.9997
"170036",43,67,100,0.9994
"170037",43,68,100,0.9997
"170038",43,69,100,1
"170039",43,70,100,1
"170040",43,71,100,1
"170041",43,72,100,1
"170042",43,73,100,1
"170043",43,74,100,1
"170044",43,75,100,1
"170045",43,76,100,1
"170046",43,77,100,1
"170047",43,78,100,1
"170048",43,79,100,1
"170049",43,80,100,1
"170050",43,81,100,1
"170051",43,82,100,1
"170052",43,83,100,1
"170053",43,84,100,1
"170054",43,85,100,1
"170055",43,86,100,1
"170056",43,87,100,1
"170057",43,88,100,1
"170058",43,89,100,1
"170059",43,90,100,1
"170060",43,91,100,1
"170061",43,92,100,1
"170062",43,93,100,1
"170063",43,94,100,1
"170064",43,95,100,1
"170065",43,96,100,1
"170066",43,97,100,1
"170067",43,98,100,1
"170068",43,99,100,1
"170069",43,100,100,1
"170070",44,45,100,0.5552
"170071",44,46,100,0.61
"170072",44,47,100,0.6719
"170073",44,48,100,0.7057
"170074",44,49,100,0.7542
"170075",44,50,100,0.804
"170076",44,51,100,0.8328
"170077",44,52,100,0.8726
"170078",44,53,100,0.8943
"170079",44,54,100,0.9164
"170080",44,55,100,0.9401
"170081",44,56,100,0.9525
"170082",44,57,100,0.9656
"170083",44,58,100,0.9759
"170084",44,59,100,0.983
"170085",44,60,100,0.9866
"170086",44,61,100,0.9898
"170087",44,62,100,0.9935
"170088",44,63,100,0.9965
"170089",44,64,100,0.9977
"170090",44,65,100,0.9989
"170091",44,66,100,0.999
"170092",44,67,100,0.9995
"170093",44,68,100,0.9997
"170094",44,69,100,1
"170095",44,70,100,1
"170096",44,71,100,1
"170097",44,72,100,1
"170098",44,73,100,1
"170099",44,74,100,1
"170100",44,75,100,1
"170101",44,76,100,1
"170102",44,77,100,1
"170103",44,78,100,1
"170104",44,79,100,1
"170105",44,80,100,1
"170106",44,81,100,1
"170107",44,82,100,1
"170108",44,83,100,1
"170109",44,84,100,1
"170110",44,85,100,1
"170111",44,86,100,1
"170112",44,87,100,1
"170113",44,88,100,1
"170114",44,89,100,1
"170115",44,90,100,1
"170116",44,91,100,1
"170117",44,92,100,1
"170118",44,93,100,1
"170119",44,94,100,1
"170120",44,95,100,1
"170121",44,96,100,1
"170122",44,97,100,1
"170123",44,98,100,1
"170124",44,99,100,1
"170125",44,100,100,1
"170126",45,46,100,0.5518
"170127",45,47,100,0.6007
"170128",45,48,100,0.6687
"170129",45,49,100,0.7152
"170130",45,50,100,0.7635
"170131",45,51,100,0.8004
"170132",45,52,100,0.8369
"170133",45,53,100,0.8713
"170134",45,54,100,0.8938
"170135",45,55,100,0.9251
"170136",45,56,100,0.9362
"170137",45,57,100,0.9545
"170138",45,58,100,0.9702
"170139",45,59,100,0.9766
"170140",45,60,100,0.9826
"170141",45,61,100,0.9887
"170142",45,62,100,0.9906
"170143",45,63,100,0.9946
"170144",45,64,100,0.997
"170145",45,65,100,0.9979
"170146",45,66,100,0.9989
"170147",45,67,100,0.9992
"170148",45,68,100,0.9995
"170149",45,69,100,0.9998
"170150",45,70,100,0.9998
"170151",45,71,100,1
"170152",45,72,100,1
"170153",45,73,100,0.9999
"170154",45,74,100,1
"170155",45,75,100,1
"170156",45,76,100,1
"170157",45,77,100,1
"170158",45,78,100,1
"170159",45,79,100,1
"170160",45,80,100,1
"170161",45,81,100,1
"170162",45,82,100,1
"170163",45,83,100,1
"170164",45,84,100,1
"170165",45,85,100,1
"170166",45,86,100,1
"170167",45,87,100,1
"170168",45,88,100,1
"170169",45,89,100,1
"170170",45,90,100,1
"170171",45,91,100,1
"170172",45,92,100,1
"170173",45,93,100,1
"170174",45,94,100,1
"170175",45,95,100,1
"170176",45,96,100,1
"170177",45,97,100,1
"170178",45,98,100,1
"170179",45,99,100,1
"170180",45,100,100,1
"170181",46,47,100,0.5561
"170182",46,48,100,0.615
"170183",46,49,100,0.6657
"170184",46,50,100,0.7156
"170185",46,51,100,0.7651
"170186",46,52,100,0.7978
"170187",46,53,100,0.8328
"170188",46,54,100,0.8694
"170189",46,55,100,0.8975
"170190",46,56,100,0.921
"170191",46,57,100,0.9392
"170192",46,58,100,0.9569
"170193",46,59,100,0.9659
"170194",46,60,100,0.9743
"170195",46,61,100,0.9857
"170196",46,62,100,0.988
"170197",46,63,100,0.9914
"170198",46,64,100,0.9945
"170199",46,65,100,0.9975
"170200",46,66,100,0.9977
"170201",46,67,100,0.9989
"170202",46,68,100,0.9992
"170203",46,69,100,0.9995
"170204",46,70,100,0.9999
"170205",46,71,100,0.9998
"170206",46,72,100,0.9998
"170207",46,73,100,1
"170208",46,74,100,1
"170209",46,75,100,1
"170210",46,76,100,1
"170211",46,77,100,1
"170212",46,78,100,1
"170213",46,79,100,1
"170214",46,80,100,1
"170215",46,81,100,1
"170216",46,82,100,1
"170217",46,83,100,1
"170218",46,84,100,1
"170219",46,85,100,1
"170220",46,86,100,1
"170221",46,87,100,1
"170222",46,88,100,1
"170223",46,89,100,1
"170224",46,90,100,1
"170225",46,91,100,1
"170226",46,92,100,1
"170227",46,93,100,1
"170228",46,94,100,1
"170229",46,95,100,1
"170230",46,96,100,1
"170231",46,97,100,1
"170232",46,98,100,1
"170233",46,99,100,1
"170234",46,100,100,1
"170235",47,48,100,0.5543
"170236",47,49,100,0.609
"170237",47,50,100,0.662
"170238",47,51,100,0.7135
"170239",47,52,100,0.7572
"170240",47,53,100,0.799
"170241",47,54,100,0.8352
"170242",47,55,100,0.868
"170243",47,56,100,0.8974
"170244",47,57,100,0.9228
"170245",47,58,100,0.934
"170246",47,59,100,0.9538
"170247",47,60,100,0.962
"170248",47,61,100,0.9758
"170249",47,62,100,0.9825
"170250",47,63,100,0.9889
"170251",47,64,100,0.9919
"170252",47,65,100,0.9943
"170253",47,66,100,0.9967
"170254",47,67,100,0.9976
"170255",47,68,100,0.9985
"170256",47,69,100,0.9989
"170257",47,70,100,0.9995
"170258",47,71,100,1
"170259",47,72,100,0.9997
"170260",47,73,100,0.9999
"170261",47,74,100,0.9999
"170262",47,75,100,0.9999
"170263",47,76,100,1
"170264",47,77,100,1
"170265",47,78,100,1
"170266",47,79,100,1
"170267",47,80,100,1
"170268",47,81,100,1
"170269",47,82,100,1
"170270",47,83,100,1
"170271",47,84,100,1
"170272",47,85,100,1
"170273",47,86,100,1
"170274",47,87,100,1
"170275",47,88,100,1
"170276",47,89,100,1
"170277",47,90,100,1
"170278",47,91,100,1
"170279",47,92,100,1
"170280",47,93,100,1
"170281",47,94,100,1
"170282",47,95,100,1
"170283",47,96,100,1
"170284",47,97,100,1
"170285",47,98,100,1
"170286",47,99,100,1
"170287",47,100,100,1
"170288",48,49,100,0.5723
"170289",48,50,100,0.6099
"170290",48,51,100,0.6523
"170291",48,52,100,0.7114
"170292",48,53,100,0.755
"170293",48,54,100,0.7991
"170294",48,55,100,0.8386
"170295",48,56,100,0.8725
"170296",48,57,100,0.9011
"170297",48,58,100,0.9212
"170298",48,59,100,0.9397
"170299",48,60,100,0.9579
"170300",48,61,100,0.9631
"170301",48,62,100,0.9717
"170302",48,63,100,0.984
"170303",48,64,100,0.9884
"170304",48,65,100,0.9937
"170305",48,66,100,0.9958
"170306",48,67,100,0.9964
"170307",48,68,100,0.9984
"170308",48,69,100,0.9989
"170309",48,70,100,0.9995
"170310",48,71,100,0.9998
"170311",48,72,100,0.9996
"170312",48,73,100,0.9999
"170313",48,74,100,1
"170314",48,75,100,1
"170315",48,76,100,1
"170316",48,77,100,1
"170317",48,78,100,1
"170318",48,79,100,1
"170319",48,80,100,1
"170320",48,81,100,1
"170321",48,82,100,1
"170322",48,83,100,1
"170323",48,84,100,1
"170324",48,85,100,1
"170325",48,86,100,1
"170326",48,87,100,1
"170327",48,88,100,1
"170328",48,89,100,1
"170329",48,90,100,1
"170330",48,91,100,1
"170331",48,92,100,1
"170332",48,93,100,1
"170333",48,94,100,1
"170334",48,95,100,1
"170335",48,96,100,1
"170336",48,97,100,1
"170337",48,98,100,1
"170338",48,99,100,1
"170339",48,100,100,1
"170340",49,50,100,0.5572
"170341",49,51,100,0.6131
"170342",49,52,100,0.6568
"170343",49,53,100,0.7136
"170344",49,54,100,0.7553
"170345",49,55,100,0.7916
"170346",49,56,100,0.8363
"170347",49,57,100,0.8739
"170348",49,58,100,0.904
"170349",49,59,100,0.9237
"170350",49,60,100,0.9397
"170351",49,61,100,0.9557
"170352",49,62,100,0.9655
"170353",49,63,100,0.9761
"170354",49,64,100,0.9824
"170355",49,65,100,0.9858
"170356",49,66,100,0.9913
"170357",49,67,100,0.9959
"170358",49,68,100,0.9965
"170359",49,69,100,0.9984
"170360",49,70,100,0.9988
"170361",49,71,100,0.9992
"170362",49,72,100,0.9993
"170363",49,73,100,0.9999
"170364",49,74,100,1
"170365",49,75,100,0.9999
"170366",49,76,100,0.9999
"170367",49,77,100,1
"170368",49,78,100,1
"170369",49,79,100,1
"170370",49,80,100,1
"170371",49,81,100,1
"170372",49,82,100,1
"170373",49,83,100,1
"170374",49,84,100,1
"170375",49,85,100,1
"170376",49,86,100,1
"170377",49,87,100,1
"170378",49,88,100,1
"170379",49,89,100,1
"170380",49,90,100,1
"170381",49,91,100,1
"170382",49,92,100,1
"170383",49,93,100,1
"170384",49,94,100,1
"170385",49,95,100,1
"170386",49,96,100,1
"170387",49,97,100,1
"170388",49,98,100,1
"170389",49,99,100,1
"170390",49,100,100,1
"170391",50,51,100,0.5559
"170392",50,52,100,0.617
"170393",50,53,100,0.6642
"170394",50,54,100,0.721
"170395",50,55,100,0.7635
"170396",50,56,100,0.8035
"170397",50,57,100,0.8461
"170398",50,58,100,0.8726
"170399",50,59,100,0.8927
"170400",50,60,100,0.9195
"170401",50,61,100,0.9419
"170402",50,62,100,0.9577
"170403",50,63,100,0.9679
"170404",50,64,100,0.9742
"170405",50,65,100,0.9852
"170406",50,66,100,0.9887
"170407",50,67,100,0.9941
"170408",50,68,100,0.9946
"170409",50,69,100,0.9976
"170410",50,70,100,0.998
"170411",50,71,100,0.999
"170412",50,72,100,0.9993
"170413",50,73,100,0.9995
"170414",50,74,100,0.9999
"170415",50,75,100,0.9999
"170416",50,76,100,0.9999
"170417",50,77,100,0.9999
"170418",50,78,100,0.9998
"170419",50,79,100,1
"170420",50,80,100,1
"170421",50,81,100,1
"170422",50,82,100,1
"170423",50,83,100,1
"170424",50,84,100,1
"170425",50,85,100,1
"170426",50,86,100,1
"170427",50,87,100,1
"170428",50,88,100,1
"170429",50,89,100,1
"170430",50,90,100,1
"170431",50,91,100,1
"170432",50,92,100,1
"170433",50,93,100,1
"170434",50,94,100,1
"170435",50,95,100,1
"170436",50,96,100,1
"170437",50,97,100,1
"170438",50,98,100,1
"170439",50,99,100,1
"170440",50,100,100,1
"170441",51,52,100,0.5549
"170442",51,53,100,0.6056
"170443",51,54,100,0.6638
"170444",51,55,100,0.7132
"170445",51,56,100,0.7595
"170446",51,57,100,0.7986
"170447",51,58,100,0.8414
"170448",51,59,100,0.8767
"170449",51,60,100,0.9034
"170450",51,61,100,0.9236
"170451",51,62,100,0.9421
"170452",51,63,100,0.9551
"170453",51,64,100,0.9677
"170454",51,65,100,0.9759
"170455",51,66,100,0.9844
"170456",51,67,100,0.9884
"170457",51,68,100,0.9934
"170458",51,69,100,0.9943
"170459",51,70,100,0.9966
"170460",51,71,100,0.9969
"170461",51,72,100,0.9985
"170462",51,73,100,0.9994
"170463",51,74,100,0.9997
"170464",51,75,100,0.9998
"170465",51,76,100,0.9997
"170466",51,77,100,1
"170467",51,78,100,1
"170468",51,79,100,1
"170469",51,80,100,1
"170470",51,81,100,1
"170471",51,82,100,1
"170472",51,83,100,1
"170473",51,84,100,1
"170474",51,85,100,1
"170475",51,86,100,1
"170476",51,87,100,1
"170477",51,88,100,1
"170478",51,89,100,1
"170479",51,90,100,1
"170480",51,91,100,1
"170481",51,92,100,1
"170482",51,93,100,1
"170483",51,94,100,1
"170484",51,95,100,1
"170485",51,96,100,1
"170486",51,97,100,1
"170487",51,98,100,1
"170488",51,99,100,1
"170489",51,100,100,1
"170490",52,53,100,0.5546
"170491",52,54,100,0.6108
"170492",52,55,100,0.6572
"170493",52,56,100,0.7098
"170494",52,57,100,0.7661
"170495",52,58,100,0.8053
"170496",52,59,100,0.8334
"170497",52,60,100,0.8746
"170498",52,61,100,0.8991
"170499",52,62,100,0.9225
"170500",52,63,100,0.939
"170501",52,64,100,0.9569
"170502",52,65,100,0.9662
"170503",52,66,100,0.9764
"170504",52,67,100,0.9869
"170505",52,68,100,0.9907
"170506",52,69,100,0.9907
"170507",52,70,100,0.9955
"170508",52,71,100,0.9975
"170509",52,72,100,0.998
"170510",52,73,100,0.9989
"170511",52,74,100,0.9991
"170512",52,75,100,0.9999
"170513",52,76,100,0.9998
"170514",52,77,100,1
"170515",52,78,100,1
"170516",52,79,100,1
"170517",52,80,100,1
"170518",52,81,100,1
"170519",52,82,100,1
"170520",52,83,100,1
"170521",52,84,100,1
"170522",52,85,100,1
"170523",52,86,100,1
"170524",52,87,100,1
"170525",52,88,100,1
"170526",52,89,100,1
"170527",52,90,100,1
"170528",52,91,100,1
"170529",52,92,100,1
"170530",52,93,100,1
"170531",52,94,100,1
"170532",52,95,100,1
"170533",52,96,100,1
"170534",52,97,100,1
"170535",52,98,100,1
"170536",52,99,100,1
"170537",52,100,100,1
"170538",53,54,100,0.556
"170539",53,55,100,0.6107
"170540",53,56,100,0.6612
"170541",53,57,100,0.7012
"170542",53,58,100,0.7614
"170543",53,59,100,0.8004
"170544",53,60,100,0.8364
"170545",53,61,100,0.8723
"170546",53,62,100,0.8981
"170547",53,63,100,0.923
"170548",53,64,100,0.9399
"170549",53,65,100,0.9551
"170550",53,66,100,0.9697
"170551",53,67,100,0.9777
"170552",53,68,100,0.9843
"170553",53,69,100,0.9889
"170554",53,70,100,0.9936
"170555",53,71,100,0.9948
"170556",53,72,100,0.9976
"170557",53,73,100,0.9985
"170558",53,74,100,0.9989
"170559",53,75,100,0.9994
"170560",53,76,100,0.9995
"170561",53,77,100,1
"170562",53,78,100,0.9999
"170563",53,79,100,1
"170564",53,80,100,1
"170565",53,81,100,1
"170566",53,82,100,1
"170567",53,83,100,1
"170568",53,84,100,1
"170569",53,85,100,1
"170570",53,86,100,1
"170571",53,87,100,1
"170572",53,88,100,1
"170573",53,89,100,1
"170574",53,90,100,1
"170575",53,91,100,1
"170576",53,92,100,1
"170577",53,93,100,1
"170578",53,94,100,1
"170579",53,95,100,1
"170580",53,96,100,1
"170581",53,97,100,1
"170582",53,98,100,1
"170583",53,99,100,1
"170584",53,100,100,1
"170585",54,55,100,0.5556
"170586",54,56,100,0.609
"170587",54,57,100,0.662
"170588",54,58,100,0.7088
"170589",54,59,100,0.7594
"170590",54,60,100,0.8047
"170591",54,61,100,0.8419
"170592",54,62,100,0.872
"170593",54,63,100,0.9041
"170594",54,64,100,0.9247
"170595",54,65,100,0.9447
"170596",54,66,100,0.9562
"170597",54,67,100,0.9687
"170598",54,68,100,0.9798
"170599",54,69,100,0.9849
"170600",54,70,100,0.9891
"170601",54,71,100,0.9928
"170602",54,72,100,0.9956
"170603",54,73,100,0.9977
"170604",54,74,100,0.9987
"170605",54,75,100,0.9988
"170606",54,76,100,0.9995
"170607",54,77,100,0.9998
"170608",54,78,100,1
"170609",54,79,100,0.9999
"170610",54,80,100,1
"170611",54,81,100,1
"170612",54,82,100,1
"170613",54,83,100,1
"170614",54,84,100,1
"170615",54,85,100,1
"170616",54,86,100,1
"170617",54,87,100,1
"170618",54,88,100,1
"170619",54,89,100,1
"170620",54,90,100,1
"170621",54,91,100,1
"170622",54,92,100,1
"170623",54,93,100,1
"170624",54,94,100,1
"170625",54,95,100,1
"170626",54,96,100,1
"170627",54,97,100,1
"170628",54,98,100,1
"170629",54,99,100,1
"170630",54,100,100,1
"170631",55,56,100,0.5614
"170632",55,57,100,0.607
"170633",55,58,100,0.6587
"170634",55,59,100,0.7149
"170635",55,60,100,0.7601
"170636",55,61,100,0.808
"170637",55,62,100,0.8476
"170638",55,63,100,0.8754
"170639",55,64,100,0.8971
"170640",55,65,100,0.9219
"170641",55,66,100,0.94
"170642",55,67,100,0.9566
"170643",55,68,100,0.9737
"170644",55,69,100,0.9807
"170645",55,70,100,0.987
"170646",55,71,100,0.9885
"170647",55,72,100,0.9946
"170648",55,73,100,0.9956
"170649",55,74,100,0.997
"170650",55,75,100,0.9983
"170651",55,76,100,0.9988
"170652",55,77,100,0.999
"170653",55,78,100,0.9998
"170654",55,79,100,1
"170655",55,80,100,1
"170656",55,81,100,1
"170657",55,82,100,1
"170658",55,83,100,1
"170659",55,84,100,1
"170660",55,85,100,1
"170661",55,86,100,1
"170662",55,87,100,1
"170663",55,88,100,1
"170664",55,89,100,1
"170665",55,90,100,1
"170666",55,91,100,1
"170667",55,92,100,1
"170668",55,93,100,1
